rank,age,country_of_citizenship,business_category,wealth_status,gender,self_made
0.1532099251673887,0.72,1.0,0.0,1.0,1.0,1.0
0.2942103190232375,0.6800000000000002,1.0,0.7058823529411764,0.3333333333333333,1.0,1.0
0.5643954312721543,0.7466666666666668,0.6428571428571428,0.4117647058823529,0.3333333333333333,0.0,0.0
0.9468294604174872,0.7333333333333334,0.21428571428571427,0.5882352941176471,0.0,1.0,0.0
0.33517132729421034,0.3866666666666667,0.3214285714285714,0.47058823529411764,0.3333333333333333,1.0,1.0
0.15045293422607323,0.6933333333333334,1.0,0.0,1.0,1.0,1.0
0.32178022843639226,0.4800000000000001,0.9642857142857142,0.0,0.3333333333333333,1.0,1.0
0.8397006695549428,0.4,0.9642857142857142,0.11764705882352941,0.3333333333333333,1.0,1.0
0.2500984639621898,0.4,0.0,0.0,1.0,1.0,1.0
0.5966916108704213,0.4800000000000001,0.0,0.058823529411764705,0.3333333333333333,1.0,1.0
0.8893265064986214,0.6266666666666667,1.0,0.29411764705882354,0.3333333333333333,1.0,0.0
0.8893265064986214,0.44000000000000006,0.9642857142857142,0.11764705882352941,0.3333333333333333,1.0,1.0
0.014966522252855453,0.64,0.46428571428571425,0.1764705882352941,1.0,1.0,1.0
0.9468294604174872,0.18666666666666665,0.9642857142857142,0.6470588235294118,0.3333333333333333,1.0,0.0
0.06695549428909019,0.5066666666666667,1.0,0.47058823529411764,1.0,1.0,1.0
0.7499015360378101,0.5333333333333333,0.9642857142857142,0.1764705882352941,0.3333333333333333,1.0,1.0
0.05513981882630957,0.41333333333333333,0.3214285714285714,0.47058823529411764,1.0,1.0,1.0
0.6790074832611264,0.36,1.0,0.23529411764705882,0.6666666666666666,1.0,1.0
0.7951949586451358,0.3866666666666667,0.17857142857142855,0.3529411764705882,0.3333333333333333,1.0,0.0
0.6482867270578967,0.44000000000000006,0.9285714285714285,0.058823529411764705,0.3333333333333333,1.0,1.0
0.024812918471839307,0.72,0.9642857142857142,0.11764705882352941,0.3333333333333333,1.0,1.0
0.7951949586451358,0.3466666666666667,0.9285714285714285,0.23529411764705882,0.3333333333333333,1.0,0.0
0.2500984639621898,0.8533333333333335,1.0,0.29411764705882354,0.3333333333333333,0.0,1.0
0.7951949586451358,0.6533333333333333,0.0,0.1764705882352941,0.3333333333333333,1.0,1.0
0.30129972430090585,0.7466666666666668,1.0,0.1764705882352941,0.3333333333333333,1.0,1.0
0.6790074832611264,0.4933333333333334,1.0,0.7058823529411764,0.3333333333333333,1.0,1.0
0.8397006695549428,0.6133333333333334,1.0,0.7058823529411764,0.6666666666666666,1.0,0.0
0.16423788893265062,0.7066666666666668,0.8928571428571428,0.1764705882352941,1.0,1.0,0.0
0.06695549428909019,0.22666666666666668,0.6071428571428571,0.058823529411764705,0.3333333333333333,1.0,1.0
0.5384009452540369,0.3866666666666667,0.9642857142857142,0.0,0.3333333333333333,0.0,0.0
0.7951949586451358,0.7066666666666668,0.6785714285714285,0.3529411764705882,0.3333333333333333,1.0,1.0
0.5643954312721543,0.52,1.0,0.47058823529411764,1.0,1.0,1.0
0.7101220953131153,0.64,0.7857142857142857,0.1764705882352941,1.0,1.0,1.0
0.2835762111067349,0.52,0.9642857142857142,0.0,1.0,1.0,1.0
0.3560456872784561,0.8133333333333335,0.9642857142857142,0.11764705882352941,0.3333333333333333,1.0,1.0
0.7951949586451358,0.41333333333333333,0.9642857142857142,0.1764705882352941,0.3333333333333333,1.0,1.0
0.17172115005907837,0.4800000000000001,1.0,0.0,1.0,1.0,1.0
0.8397006695549428,0.5066666666666667,0.42857142857142855,0.5882352941176471,0.3333333333333333,1.0,1.0
0.07640803465931469,0.42666666666666675,1.0,0.29411764705882354,1.0,0.0,0.0
0.1559669161087042,0.44000000000000006,0.9642857142857142,0.23529411764705882,1.0,0.0,1.0
0.1953525009846396,0.4800000000000001,1.0,0.0,1.0,1.0,1.0
0.5643954312721543,0.36,0.25,0.29411764705882354,1.0,0.0,1.0
0.20086648286727055,0.7866666666666666,0.14285714285714285,0.9411764705882353,0.3333333333333333,1.0,1.0
0.6199291059472233,0.36,1.0,0.0,0.6666666666666666,1.0,1.0
0.9468294604174872,0.6266666666666667,0.8214285714285714,0.11764705882352941,0.6666666666666666,1.0,1.0
0.2055927530523828,0.8533333333333335,1.0,0.0,0.6666666666666666,1.0,0.0
0.7499015360378101,0.72,1.0,0.0,0.3333333333333333,1.0,1.0
0.7101220953131153,0.2666666666666667,0.9642857142857142,0.058823529411764705,0.3333333333333333,1.0,1.0
