scale_values__rank,scale_values__age,scale_values__country_of_citizenship,scale_values__business_category,scale_values__wealth_status,remainder__gender,remainder__self_made
0.4580543521071288,0.589041095890411,1.0,0.29411764705882354,0.3333333333333333,1.0,0.0
0.08625443087829854,0.6027397260273972,0.5357142857142857,0.29411764705882354,0.3333333333333333,0.0,0.0
0.43442300118156757,0.0821917808219178,1.0,0.058823529411764705,0.3333333333333333,1.0,1.0
0.03623473808586058,0.6301369863013698,0.9285714285714285,0.6470588235294118,0.3333333333333333,1.0,0.0
0.4580543521071288,0.410958904109589,1.0,0.0,0.3333333333333333,1.0,1.0
0.3560456872784561,0.6164383561643835,1.0,0.0,1.0,1.0,1.0
0.5163450177235132,0.6986301369863014,0.75,0.1764705882352941,1.0,0.0,0.0
0.6790074832611264,0.8356164383561643,0.9642857142857142,0.11764705882352941,0.3333333333333333,1.0,1.0
0.2835762111067349,0.684931506849315,0.8928571428571428,0.11764705882352941,0.3333333333333333,1.0,0.0
0.7101220953131153,0.273972602739726,0.9642857142857142,0.058823529411764705,0.3333333333333333,1.0,1.0
0.5966916108704213,0.6712328767123287,0.25,0.0,1.0,1.0,0.0
0.259157148483655,0.767123287671233,0.9642857142857142,0.4117647058823529,0.3333333333333333,0.0,1.0
0.33517132729421034,0.589041095890411,0.17857142857142855,0.29411764705882354,1.0,1.0,1.0
0.5966916108704213,0.4657534246575342,1.0,0.8823529411764706,1.0,1.0,1.0
0.7499015360378101,0.5342465753424658,0.3571428571428571,0.3529411764705882,0.6666666666666666,1.0,1.0
0.1559669161087042,0.8767123287671234,0.0,0.0,0.3333333333333333,1.0,1.0
0.7101220953131153,0.31506849315068497,0.9642857142857142,0.11764705882352941,0.3333333333333333,1.0,1.0
0.6790074832611264,0.5068493150684931,1.0,0.7058823529411764,0.3333333333333333,1.0,1.0
0.6790074832611264,0.4657534246575342,0.9642857142857142,0.23529411764705882,1.0,1.0,1.0
0.6790074832611264,0.4794520547945206,1.0,0.058823529411764705,0.3333333333333333,1.0,1.0
0.2099251673887357,0.7808219178082191,0.5,0.1764705882352941,1.0,1.0,0.0
0.6790074832611264,0.45205479452054786,0.3571428571428571,0.1764705882352941,1.0,1.0,1.0
0.7499015360378101,0.3561643835616438,0.0,0.0,0.3333333333333333,1.0,1.0
0.30129972430090585,0.8493150684931506,0.0,0.1764705882352941,1.0,1.0,1.0
0.3095706971248523,0.6712328767123287,0.0,0.3529411764705882,1.0,1.0,1.0
0.5643954312721543,0.6301369863013698,0.9642857142857142,0.11764705882352941,1.0,1.0,1.0
0.10240252067743205,0.4657534246575342,1.0,0.0,1.0,1.0,1.0
0.47892871209137455,0.39726027397260266,0.8571428571428571,0.6470588235294118,1.0,1.0,1.0
0.9999999999999999,0.4657534246575342,0.9642857142857142,0.11764705882352941,0.0,1.0,1.0
0.41985033477747147,0.8219178082191779,0.46428571428571425,0.4117647058823529,0.3333333333333333,1.0,0.0
0.8893265064986214,0.4794520547945206,0.9642857142857142,0.11764705882352941,0.3333333333333333,0.0,1.0
0.7101220953131153,0.6027397260273972,0.6071428571428571,0.47058823529411764,0.0,1.0,1.0
0.26703426545884207,0.5753424657534246,0.0,0.29411764705882354,0.3333333333333333,1.0,1.0
0.2323749507680189,0.1095890410958904,0.8928571428571428,0.11764705882352941,0.3333333333333333,1.0,0.0
0.7951949586451358,0.4246575342465754,0.42857142857142855,0.058823529411764705,0.6666666666666666,1.0,1.0
0.5384009452540369,0.6986301369863014,0.46428571428571425,0.4117647058823529,0.3333333333333333,1.0,1.0
0.03269003544702639,0.39726027397260266,0.9642857142857142,0.6470588235294118,1.0,1.0,1.0
0.008270972823946435,0.5342465753424658,0.7857142857142857,0.5294117647058824,1.0,1.0,0.0
0.8893265064986214,0.23287671232876705,0.8928571428571428,0.5882352941176471,0.3333333333333333,1.0,0.0
0.8397006695549428,0.4383561643835616,0.8214285714285714,0.23529411764705882,0.3333333333333333,1.0,1.0
0.5384009452540369,0.7123287671232875,0.42857142857142855,0.5882352941176471,1.0,1.0,0.0
0.1173690429302875,0.7260273972602739,1.0,0.0,0.3333333333333333,1.0,1.0
0.6790074832611264,0.8082191780821918,1.0,0.0,1.0,1.0,1.0
0.8397006695549428,0.6164383561643835,0.9642857142857142,0.058823529411764705,0.3333333333333333,1.0,1.0
0.18314296967309962,0.7534246575342466,0.8928571428571428,0.23529411764705882,1.0,1.0,1.0
0.8397006695549428,0.39726027397260266,0.9285714285714285,0.23529411764705882,0.6666666666666666,1.0,0.0
0.6790074832611264,0.6986301369863014,1.0,0.0,0.6666666666666666,1.0,1.0
0.6199291059472233,0.26027397260273977,0.0,0.0,1.0,0.0,0.0
0.2500984639621898,0.2191780821917808,0.9642857142857142,0.058823529411764705,0.3333333333333333,1.0,1.0
0.5163450177235132,0.20547945205479456,1.0,0.058823529411764705,1.0,1.0,1.0
0.2055927530523828,0.8767123287671234,1.0,0.0,0.6666666666666666,1.0,0.0
0.47892871209137455,0.6712328767123287,0.9285714285714285,0.11764705882352941,1.0,1.0,0.0
0.5643954312721543,0.6027397260273972,0.9285714285714285,0.5882352941176471,1.0,1.0,0.0
0.021662071681764476,0.6575342465753425,0.21428571428571427,0.47058823529411764,1.0,1.0,1.0
0.9468294604174872,0.3561643835616438,1.0,0.1764705882352941,0.6666666666666666,0.0,1.0
0.9468294604174872,0.5616438356164383,0.8571428571428571,0.47058823529411764,0.3333333333333333,1.0,1.0
0.05986608901142182,0.4931506849315068,0.6071428571428571,0.11764705882352941,0.3333333333333333,1.0,0.0
0.0976762504923198,0.8904109589041095,0.9285714285714285,0.4117647058823529,0.3333333333333333,1.0,0.0
0.4580543521071288,0.684931506849315,1.0,0.29411764705882354,0.3333333333333333,1.0,1.0
0.7499015360378101,0.28767123287671226,0.9642857142857142,0.058823529411764705,0.6666666666666666,1.0,1.0
0.13036628593934618,0.6164383561643835,1.0,0.29411764705882354,1.0,1.0,1.0
0.16423788893265062,0.36986301369863017,0.8214285714285714,0.058823529411764705,0.3333333333333333,0.0,1.0
0.10043324143363529,0.3835616438356164,0.0,1.0,1.0,1.0,1.0
0.8397006695549428,0.4794520547945206,0.9285714285714285,0.11764705882352941,0.3333333333333333,1.0,1.0
0.7499015360378101,0.6027397260273972,0.42857142857142855,0.23529411764705882,0.3333333333333333,1.0,1.0
0.47892871209137455,0.4246575342465754,0.0,0.058823529411764705,0.3333333333333333,1.0,1.0
0.5643954312721543,0.4931506849315068,1.0,0.0,1.0,1.0,1.0
0.8893265064986214,0.767123287671233,0.21428571428571427,0.3529411764705882,0.6666666666666666,1.0,0.0
0.47892871209137455,0.7534246575342466,1.0,0.5882352941176471,1.0,1.0,1.0
0.43442300118156757,0.4383561643835616,0.7857142857142857,0.1764705882352941,0.3333333333333333,0.0,1.0
0.2099251673887357,0.589041095890411,0.5714285714285714,0.058823529411764705,1.0,1.0,0.0
0.7101220953131153,0.4794520547945206,0.8571428571428571,0.3529411764705882,0.0,1.0,1.0
0.4040961008270973,0.7123287671232875,1.0,0.1764705882352941,1.0,1.0,1.0
0.7101220953131153,0.589041095890411,1.0,0.8823529411764706,1.0,1.0,1.0
0.43442300118156757,0.45205479452054786,0.9642857142857142,0.058823529411764705,0.3333333333333333,1.0,1.0
0.5384009452540369,0.5342465753424658,1.0,0.0,1.0,1.0,1.0
0.6790074832611264,0.547945205479452,0.7857142857142857,0.0,0.3333333333333333,1.0,1.0
0.34541157936195355,0.6986301369863014,1.0,0.0,0.3333333333333333,1.0,1.0
0.8893265064986214,0.4383561643835616,0.9642857142857142,0.11764705882352941,1.0,1.0,1.0
0.32178022843639226,0.6712328767123287,0.03571428571428571,0.11764705882352941,1.0,1.0,0.0
0.2323749507680189,0.410958904109589,0.9642857142857142,0.47058823529411764,0.3333333333333333,0.0,1.0
0.7951949586451358,0.5753424657534246,0.9642857142857142,0.4117647058823529,0.3333333333333333,1.0,1.0
0.27491138243402913,0.3013698630136986,1.0,0.058823529411764705,0.3333333333333333,1.0,1.0
0.33517132729421034,0.6712328767123287,1.0,0.5294117647058824,1.0,1.0,1.0
0.6790074832611264,0.6575342465753425,0.8571428571428571,0.9411764705882353,0.6666666666666666,1.0,1.0
0.4040961008270973,0.6438356164383562,0.0,0.0,1.0,1.0,1.0
